SubscriptionId t churn regularity intensity sports1 news1 crime1 life1 obits1 business1 opinion1 mobile tablet desktop loc1 Loc2 Loc3 Loc4 SrcGoogle SrcDirect SrcElm SrcSocial SrcBingYahooAol SrcNewsletter SrcLegacy SrcGoogleNews SrcGoogleAd currprice trial
00d9d4c60099cd86a7f36f13395982b6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00d9d4c60099cd86a7f36f13395982b6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00d9d4c60099cd86a7f36f13395982b6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 1 0 2 4.5 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
00e03d323564eda15c9a4623f630b1a1 7 1 1 8 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 19.989990234 0
00e5fba53d7e9e8d4c147f3920e82143 1 0 2 7.5 3 0 0 0 0 0 0 3 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 9.9899978638 0
00e5fba53d7e9e8d4c147f3920e82143 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 1 0 13 10.846153846 24 0 0 0 0 0 1 20 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 2 0 15 13.266666667 43 0 0 0 1 0 0 23 0 0 2 0 0 0 0 0 0 0 0 23 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 3 0 12 4.8333333333 21 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 4 0 6 3.6666666667 15 0 1 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 6 0 2 2.5 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 7 0 1 5 2 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 8 0 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 9 0 3 2.3333333333 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 9.9899978638 0
00ec153d8bb8c3bae1ad75bc483d638d 10 0 2 6.5 9 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 9.9899978638 0
01188a9f2fbbacd69228a8b86a2f9ee5 1 1 17 22.647058824 6 81 5 1 0 0 0 0 0 64 0 0 0 5 0 0 0 0 0 0 0 62 0 0 1
013e3bcb732a4439b6b81915dcbaf06b 1 1 7 11.428571429 1 8 16 3 0 0 0 11 0 0 6 0 5 0 11 0 0 0 0 0 0 0 0 1 1
01452c428fc3a7b51fbebd28d568ed42 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1
015f51cc55dc9720ca4511f803ea5a56 1 0 27 13 1 33 6 3 27 4 0 0 1 104 105 0 0 0 41 1 0 28 0 0 0 0 0 0 1
015f51cc55dc9720ca4511f803ea5a56 2 0 30 13.833333333 2 27 11 10 34 5 1 0 0 120 120 0 0 0 25 0 0 0 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 3 0 30 12.933333333 1 29 7 4 28 2 1 0 0 120 120 0 0 0 69 0 0 0 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 4 0 30 11.533333333 3 23 13 6 27 2 0 0 0 102 102 0 0 0 85 0 0 7 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 5 0 29 9.8965517241 1 26 5 8 30 1 0 0 0 106 106 0 0 0 52 0 0 24 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 6 0 27 8.9259259259 4 17 14 5 28 6 2 0 0 103 103 0 0 0 51 0 0 7 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 7 0 20 9.95 4 12 10 11 21 2 0 0 0 88 88 0 0 0 20 0 0 47 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 8 0 24 11.5 1 20 14 10 23 4 0 0 0 112 112 0 0 0 10 0 0 55 0 3 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 9 0 25 9.76 0 26 8 3 25 7 2 0 0 98 98 0 0 0 8 0 0 84 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 10 0 25 8.92 5 20 8 9 25 5 1 0 0 101 101 0 0 0 0 0 0 80 0 0 0 0 0 19.989990234 0
015f51cc55dc9720ca4511f803ea5a56 11 0 26 11.076923077 7 14 10 15 29 7 1 0 0 133 133 0 0 0 28 0 0 105 0 0 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 1 0 19 16.052631579 12 22 7 7 0 3 0 10 0 98 93 2 0 0 41 0 0 67 0 0 0 0 0 1 1
019cf0d7f23b3c4575ba4903ae0dc1b7 2 0 18 11.833333333 10 14 13 6 0 5 2 12 0 64 69 5 0 0 59 0 0 17 0 0 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 3 0 19 5.5263157895 2 6 4 2 0 3 2 5 0 50 55 0 0 0 25 0 0 28 0 2 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 4 0 13 9.0769230769 8 11 1 2 0 9 1 10 0 31 32 4 0 0 36 0 0 1 0 0 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 5 0 9 10.222222222 9 12 1 3 0 2 0 0 0 34 34 0 0 0 30 0 0 4 0 0 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 6 0 9 11 6 9 0 0 0 11 0 0 0 32 32 0 0 0 26 0 0 6 0 0 0 0 0 19.989990234 0
019cf0d7f23b3c4575ba4903ae0dc1b7 7 0 7 15.714285714 7 13 1 2 0 9 3 0 0 34 33 0 0 0 33 0 0 1 0 0 0 0 0 19.989990234 0
01d65e4401d060a1d5d67922189d8946 1 0 3 27.666666667 4 5 1 7 4 0 3 0 5 0 0 0 0 0 0 2 0 0 0 3 0 0 0 5.9899978638 0
01de4c21eacf934da60552507a4696e6 1 0 1 24 2 2 5 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 2 0 7 6.4285714286 5 2 9 3 0 0 0 16 0 0 4 0 0 0 0 0 0 0 0 4 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 3 0 5 13.8 5 10 6 1 1 0 0 11 0 0 3 0 0 0 0 0 0 1 0 5 1 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 4 0 1 9 1 0 3 0 1 0 0 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
01de4c21eacf934da60552507a4696e6 9 0 1 19 0 0 2 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 9.9899978638 0
01ea529f4b40fc75f2ce34b36d81df48 1 0 8 9 2 8 2 0 0 0 0 0 12 0 5 0 0 0 0 0 0 0 0 8 0 0 0 9.9899978638 0
01ea529f4b40fc75f2ce34b36d81df48 2 0 2 5.5 0 0 1 1 0 0 0 0 5 0 5 0 0 0 0 0 0 0 0 3 0 0 0 9.9899978638 0
01ea529f4b40fc75f2ce34b36d81df48 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
02161bcda2ddaac479cdc87ced182058 1 0 5 5.8 1 6 2 2 0 0 1 0 0 7 0 0 0 0 4 0 0 0 0 0 0 0 0 1 1
02161bcda2ddaac479cdc87ced182058 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.989990234 0
02161bcda2ddaac479cdc87ced182058 3 0 4 7.5 5 6 4 0 0 0 0 0 0 8 0 0 0 0 0 0 8 0 0 0 0 0 0 19.989990234 0
02161bcda2ddaac479cdc87ced182058 4 0 5 6.2 1 2 6 0 1 3 0 0 0 10 0 0 0 0 5 0 3 0 0 0 0 0 0 19.989990234 0
02161bcda2ddaac479cdc87ced182058 5 0 3 4 1 4 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 19.989990234 0
02161bcda2ddaac479cdc87ced182058 6 0 6 8.3333333333 11 2 6 2 0 1 0 0 0 14 0 0 0 0 5 0 0 0 0 0 0 0 0 19.989990234 0
02161bcda2ddaac479cdc87ced182058 7 0 7 5.4285714286 10 4 5 1 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 1 0 0 0 19.989990234 0
02368caf48c66fb6ebb0c5d82f6e1f2b 1 0 6 6.3333333333 9 5 2 0 0 0 0 0 9 0 9 0 0 0 0 6 0 0 0 3 0 0 0 1 1
02368caf48c66fb6ebb0c5d82f6e1f2b 2 0 13 7.2307692308 11 8 2 8 0 3 0 0 17 3 17 0 3 0 0 0 2 0 0 18 0 0 0 17.289993286 0
02368caf48c66fb6ebb0c5d82f6e1f2b 3 0 13 5.3076923077 18 10 2 2 0 0 0 0 21 0 21 0 0 0 0 0 0 0 0 21 0 0 0 17.289993286 0
02368caf48c66fb6ebb0c5d82f6e1f2b 4 0 16 4.875 6 6 4 5 0 1 0 0 30 0 30 0 0 0 0 0 0 0 0 30 0 0 0 17.289993286 0
02368caf48c66fb6ebb0c5d82f6e1f2b 5 0 11 6 7 5 3 4 0 3 0 0 17 0 17 0 0 0 0 0 0 0 0 17 0 0 0 17.289993286 0
02368caf48c66fb6ebb0c5d82f6e1f2b 6 0 6 4 3 3 1 1 0 0 0 0 8 0 8 0 0 0 0 5 0 0 0 3 0 0 0 17.289993286 0
0239fba4012fad9f7e108922a790fbe2 1 0 14 15.142857143 15 15 4 8 2 2 0 53 0 0 39 9 0 0 51 0 0 0 0 1 0 0 0 1 1
0239fba4012fad9f7e108922a790fbe2 2 0 17 13.764705882 25 12 4 3 0 1 0 55 0 0 40 10 2 3 55 0 0 0 0 0 0 0 0 19.989990234 0
0239fba4012fad9f7e108922a790fbe2 3 0 19 7.5789473684 24 11 7 0 0 3 1 55 0 0 44 11 0 0 23 0 0 0 0 32 0 0 0 19.989990234 0
0239fba4012fad9f7e108922a790fbe2 4 0 14 6.3571428571 6 8 5 5 0 2 0 38 0 0 19 18 0 0 33 0 0 0 0 5 0 0 0 19.989990234 0
0239fba4012fad9f7e108922a790fbe2 5 1 10 8.2 6 7 4 4 0 0 0 22 0 0 10 7 0 0 22 0 0 0 0 0 0 0 0 19.989990234 0
024adc092a9b0a07a2150cded3720efd 1 0 8 21.625 23 13 4 3 1 4 1 0 23 0 0 13 0 9 0 0 11 0 0 5 0 0 0 5 1
024adc092a9b0a07a2150cded3720efd 2 0 3 27.666666667 5 7 3 2 0 0 3 0 11 0 0 11 0 0 0 0 0 0 0 2 0 0 0 12.989997864 0
024adc092a9b0a07a2150cded3720efd 3 0 10 15.9 36 8 1 6 1 1 2 0 35 0 0 26 0 9 0 0 0 0 5 3 3 0 0 12.989997864 0
024adc092a9b0a07a2150cded3720efd 4 0 4 17.75 13 7 0 4 0 1 3 0 11 0 0 3 0 8 0 0 0 0 0 1 0 0 0 12.989997864 0
024f81aeb84f36fcfc8fc91f8d7ed0de 1 0 2 12.5 0 1 5 0 2 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 17.289993286 0
024f81aeb84f36fcfc8fc91f8d7ed0de 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.289993286 0
024f81aeb84f36fcfc8fc91f8d7ed0de 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.289993286 0
024f81aeb84f36fcfc8fc91f8d7ed0de 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.289993286 0
024f81aeb84f36fcfc8fc91f8d7ed0de 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.289993286 0
025374cdd8fbf95801ed01cf80d30892 1 0 19 9.9473684211 1 13 5 2 0 3 0 0 0 63 61 0 1 0 0 63 0 0 0 0 0 0 0 5 1
025374cdd8fbf95801ed01cf80d30892 2 0 15 10.8 0 7 3 0 0 1 0 0 0 44 44 0 0 0 0 3 0 41 0 0 0 0 0 14.989997864 0
025374cdd8fbf95801ed01cf80d30892 3 0 17 10.705882353 2 10 4 7 0 2 1 0 0 56 56 0 0 0 0 0 0 56 0 0 0 0 0 14.989997864 0
025ed86f044d00248c0a1a5420881d02 1 0 23 19.217391304 20 49 23 12 0 2 3 0 0 81 81 0 0 0 81 0 0 0 0 0 0 0 0 1 1
025ed86f044d00248c0a1a5420881d02 2 0 17 10.235294118 9 20 10 8 0 8 6 0 0 56 56 0 0 0 48 0 0 0 0 8 0 0 0 19.989990234 0
025ed86f044d00248c0a1a5420881d02 3 0 12 11.25 0 16 35 5 0 1 2 0 0 45 45 0 0 0 45 0 0 0 0 0 0 0 0 19.989990234 0
025ed86f044d00248c0a1a5420881d02 4 0 14 16.571428571 8 32 40 12 0 7 5 0 0 68 68 0 0 0 68 0 0 0 0 0 0 0 0 19.989990234 0
025ed86f044d00248c0a1a5420881d02 5 0 16 15.625 7 47 44 4 0 3 4 0 0 70 70 0 0 0 64 6 0 0 0 0 0 0 0 19.989990234 0
025ed86f044d00248c0a1a5420881d02 6 0 16 13.0625 0 19 46 7 0 5 1 0 0 65 64 1 0 0 60 0 0 0 0 0 0 0 0 19.989990234 0
025ed86f044d00248c0a1a5420881d02 7 0 11 9.9090909091 3 12 25 6 0 4 0 0 0 32 32 0 0 0 32 0 0 0 0 0 0 0 0 19.989990234 0
026f60fa0e95138fab9dba7e6fa9f20e 1 0 27 8.1851851852 8 26 10 26 0 2 1 2 0 51 53 0 0 0 52 0 0 0 0 1 0 0 0 5 1
028e5d01998783445863716ff9507731 1 0 18 15.555555556 14 8 5 3 8 2 2 0 0 26 26 0 0 0 22 0 0 4 0 0 0 0 0 0 1
028e5d01998783445863716ff9507731 2 0 19 10.263157895 8 12 4 0 15 0 0 0 0 28 23 0 0 0 16 0 0 8 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 3 0 15 8.2 6 9 1 0 10 1 0 0 0 24 14 0 0 0 16 0 0 8 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 4 0 15 4.8666666667 1 6 2 1 10 2 0 0 0 16 8 0 0 0 5 0 0 11 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 5 0 7 7.2857142857 2 1 0 3 4 2 0 0 0 10 9 0 0 0 1 0 0 3 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 6 0 12 8.5833333333 2 3 6 1 10 0 0 0 0 16 16 0 0 0 7 0 0 3 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 7 0 15 7.6 1 9 0 2 13 7 1 0 0 24 21 0 0 0 11 0 0 13 0 0 0 0 0 19.989990234 0
028e5d01998783445863716ff9507731 8 1 22 6.5909090909 5 10 6 5 18 0 0 0 0 29 15 2 0 0 23 0 0 6 0 0 0 0 0 19.989990234 0
0298b3b01cdebf834ae5783f3109c2f2 1 0 12 19 3 2 0 2 0 3 0 0 17 0 17 0 0 0 0 0 0 6 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 2 0 16 23.5 6 10 2 4 0 5 1 0 29 0 29 0 0 0 4 0 0 25 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 3 0 19 13.473684211 21 9 8 3 0 3 2 0 44 0 44 0 0 0 12 0 0 11 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 4 0 13 7.4615384615 12 2 3 2 0 9 0 3 22 0 25 0 0 0 3 2 0 0 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 5 0 1 4 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9899978638 0
0298b3b01cdebf834ae5783f3109c2f2 7 0 2 2 0 0 0 1 0 0 0 1 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 9.9899978638 0
